"window_id","n_obs","minw","lag","nrep","gsadf_stat","gsadf_cv95","gsadf_reject","error"
"w000379",60,50,1,499,-1.35113179550364,0.461119876580165,FALSE,""
"w000380",60,50,1,499,-1.68740748910183,0.461119876580165,FALSE,""
"w000381",60,50,1,499,-1.02216696336312,0.461119876580165,FALSE,""
"w000382",60,50,1,499,-0.202466092595975,0.461119876580165,FALSE,""
"w000383",60,50,1,499,-1.73955105857908,0.461119876580165,FALSE,""
"w000384",60,50,1,499,-2.56629206250301,0.461119876580165,FALSE,""
"w000385",60,50,1,499,1.23733957057085,0.461119876580165,TRUE,""
"w000386",60,50,1,499,-0.430887907741281,0.461119876580165,FALSE,""
"w000387",60,50,1,499,-1.49736635199087,0.461119876580165,FALSE,""
"w000388",60,50,1,499,-1.27285353543027,0.461119876580165,FALSE,""
"w000389",60,50,1,499,-0.972972542747201,0.461119876580165,FALSE,""
"w000390",60,50,1,499,-0.548900943282964,0.461119876580165,FALSE,""
"w000391",60,50,1,499,-0.530020545800812,0.461119876580165,FALSE,""
"w000392",60,50,1,499,-1.59672118136404,0.461119876580165,FALSE,""
"w000393",60,50,1,499,1.42439449143143,0.461119876580165,TRUE,""
"w000394",60,50,1,499,-1.1027149853479,0.461119876580165,FALSE,""
"w000395",60,50,1,499,-1.41881728366212,0.461119876580165,FALSE,""
"w000396",60,50,1,499,1.47318953849693,0.461119876580165,TRUE,""
"w000397",60,50,1,499,-1.5211276457506,0.461119876580165,FALSE,""
"w000398",60,50,1,499,-0.77426491680842,0.461119876580165,FALSE,""
"w000399",60,50,1,499,-1.78392987837561,0.461119876580165,FALSE,""
"w000400",60,50,1,499,-1.26960263037958,0.461119876580165,FALSE,""
"w000401",60,50,1,499,0.535831340042357,0.461119876580165,TRUE,""
"w000402",60,50,1,499,-0.754600692722948,0.461119876580165,FALSE,""
"w000403",60,50,1,499,-1.69121469334343,0.461119876580165,FALSE,""
"w000404",60,50,1,499,-1.61095544434317,0.461119876580165,FALSE,""
"w000405",60,50,1,499,-0.62800510230208,0.461119876580165,FALSE,""
"w000406",60,50,1,499,-2.5704631839427,0.461119876580165,FALSE,""
"w000407",60,50,1,499,-1.09719030664308,0.461119876580165,FALSE,""
"w000408",60,50,1,499,-0.0878376259490456,0.461119876580165,FALSE,""
"w000409",60,50,1,499,-2.57641081748309,0.461119876580165,FALSE,""
"w000410",60,50,1,499,0.610351632391396,0.461119876580165,TRUE,""
"w000411",60,50,1,499,-0.0654920490188668,0.461119876580165,FALSE,""
"w000412",60,50,1,499,-1.17982350724792,0.461119876580165,FALSE,""
"w000413",60,50,1,499,-0.207102631112857,0.461119876580165,FALSE,""
"w000414",60,50,1,499,-1.83711505782003,0.461119876580165,FALSE,""
"w000415",60,50,1,499,-0.579281176551248,0.461119876580165,FALSE,""
"w000416",60,50,1,499,-1.22293412580348,0.461119876580165,FALSE,""
"w000417",60,50,1,499,-1.55060105578549,0.461119876580165,FALSE,""
"w000418",60,50,1,499,-1.36551480470277,0.461119876580165,FALSE,""
"w000419",60,50,1,499,-1.59248329151968,0.461119876580165,FALSE,""
"w000420",60,50,1,499,-1.67754005583053,0.461119876580165,FALSE,""
"w000421",60,50,1,499,-1.06002403953446,0.461119876580165,FALSE,""
"w000422",60,50,1,499,-1.28111455832124,0.461119876580165,FALSE,""
"w000423",60,50,1,499,-1.7550257844289,0.461119876580165,FALSE,""
"w000424",60,50,1,499,-1.7979719267138,0.461119876580165,FALSE,""
"w000425",60,50,1,499,-0.549273391904164,0.461119876580165,FALSE,""
"w000427",60,50,1,499,-1.92581643450962,0.461119876580165,FALSE,""
"w000428",60,50,1,499,-2.41652262567233,0.461119876580165,FALSE,""
"w000429",60,50,1,499,-2.37556620313637,0.461119876580165,FALSE,""
"w000430",60,50,1,499,-0.862728905910043,0.461119876580165,FALSE,""
"w000431",60,50,1,499,-1.77794147799592,0.461119876580165,FALSE,""
"w000432",60,50,1,499,-0.986531976003236,0.461119876580165,FALSE,""
"w000433",60,50,1,499,-2.23585279292843,0.461119876580165,FALSE,""
"w000434",60,50,1,499,-1.13475013422269,0.461119876580165,FALSE,""
"w000435",60,50,1,499,-2.08637169807066,0.461119876580165,FALSE,""
"w000436",60,50,1,499,2.09149010487283,0.461119876580165,TRUE,""
"w000437",60,50,1,499,-0.0765346425443532,0.461119876580165,FALSE,""
"w000438",60,50,1,499,-0.903664159159831,0.461119876580165,FALSE,""
"w000439",60,50,1,499,-0.559275706166405,0.461119876580165,FALSE,""
"w000440",60,50,1,499,-0.410030284578742,0.461119876580165,FALSE,""
"w000441",60,50,1,499,-1.37432562234011,0.461119876580165,FALSE,""
"w000442",60,50,1,499,0.190655877928243,0.461119876580165,FALSE,""
"w000443",60,50,1,499,-0.89035938973984,0.461119876580165,FALSE,""
"w000444",60,50,1,499,-1.26314189020659,0.461119876580165,FALSE,""
"w000445",60,50,1,499,-1.18843248740803,0.461119876580165,FALSE,""
"w000446",60,50,1,499,-0.273371565917194,0.461119876580165,FALSE,""
"w000447",60,50,1,499,-0.0706929253647634,0.461119876580165,FALSE,""
"w000448",60,50,1,499,-1.65575342226122,0.461119876580165,FALSE,""
"w000449",60,50,1,499,-1.16024518300781,0.461119876580165,FALSE,""
"w000450",60,50,1,499,1.20288855263429,0.461119876580165,TRUE,""
"w000451",60,50,1,499,1.09895860579023,0.461119876580165,TRUE,""
"w000452",60,50,1,499,-1.08298755014868,0.461119876580165,FALSE,""
"w000453",60,50,1,499,1.31699937105935,0.461119876580165,TRUE,""
"w000454",60,50,1,499,-2.00150564582475,0.461119876580165,FALSE,""
"w000455",60,50,1,499,-0.605076808534424,0.461119876580165,FALSE,""
"w000456",60,50,1,499,-1.41765472247502,0.461119876580165,FALSE,""
"w000457",60,50,1,499,-0.402202162721277,0.461119876580165,FALSE,""
"w000458",60,50,1,499,-2.02101922967259,0.461119876580165,FALSE,""
"w000459",60,50,1,499,2.49277854069139,0.461119876580165,TRUE,""
"w000460",60,50,1,499,-1.14071801665772,0.461119876580165,FALSE,""
"w000461",60,50,1,499,-1.19222035769274,0.461119876580165,FALSE,""
"w000462",60,50,1,499,-0.235420010990956,0.461119876580165,FALSE,""
"w000463",60,50,1,499,-0.600045901725842,0.461119876580165,FALSE,""
"w000464",60,50,1,499,-0.386498722674802,0.461119876580165,FALSE,""
"w000465",60,50,1,499,-0.576107316790239,0.461119876580165,FALSE,""
"w000466",60,50,1,499,-0.996827422882304,0.461119876580165,FALSE,""
"w000467",60,50,1,499,0.693680579052353,0.461119876580165,TRUE,""
"w000468",60,50,1,499,-0.703526298841774,0.461119876580165,FALSE,""
"w000469",60,50,1,499,-1.24866448913174,0.461119876580165,FALSE,""
"w000470",60,50,1,499,-1.18446545521576,0.461119876580165,FALSE,""
"w000471",60,50,1,499,0.216207847532932,0.461119876580165,FALSE,""
"w000472",60,50,1,499,-1.34907229650054,0.461119876580165,FALSE,""
"w000473",60,50,1,499,-1.19296268069356,0.461119876580165,FALSE,""
"w000474",60,50,1,499,0.309665668082455,0.461119876580165,FALSE,""
"w000475",60,50,1,499,-1.90173872924244,0.461119876580165,FALSE,""
"w000476",60,50,1,499,0.926960482221994,0.461119876580165,TRUE,""
"w000477",60,50,1,499,-0.630113306538527,0.461119876580165,FALSE,""
"w000478",60,50,1,499,-1.54614592813556,0.461119876580165,FALSE,""
"w000479",60,50,1,499,-0.870566790799626,0.461119876580165,FALSE,""
"w000480",60,50,1,499,1.3873413100969,0.461119876580165,TRUE,""
"w000481",60,50,1,499,-1.97361737261953,0.461119876580165,FALSE,""
"w000482",60,50,1,499,-1.85718776014809,0.461119876580165,FALSE,""
"w000483",60,50,1,499,-0.0363811883934524,0.461119876580165,FALSE,""
"w000484",60,50,1,499,-0.474749897301683,0.461119876580165,FALSE,""
"w000485",60,50,1,499,-1.4949369545163,0.461119876580165,FALSE,""
"w000486",60,50,1,499,-1.47272748108885,0.461119876580165,FALSE,""
"w000487",60,50,1,499,-1.57384462576169,0.461119876580165,FALSE,""
"w000488",60,50,1,499,-1.67042677927282,0.461119876580165,FALSE,""
"w000489",60,50,1,499,-0.308760263783239,0.461119876580165,FALSE,""
"w000490",60,50,1,499,-1.18417588468194,0.461119876580165,FALSE,""
"w000491",60,50,1,499,-1.20662892699591,0.461119876580165,FALSE,""
"w000492",60,50,1,499,-1.75670321268075,0.461119876580165,FALSE,""
"w000493",60,50,1,499,-0.301893525194722,0.461119876580165,FALSE,""
"w000494",60,50,1,499,-1.72007635161453,0.461119876580165,FALSE,""
"w000495",60,50,1,499,-1.43064750610864,0.461119876580165,FALSE,""
"w000496",60,50,1,499,-1.68039360773818,0.461119876580165,FALSE,""
"w000497",60,50,1,499,0.115713710264529,0.461119876580165,FALSE,""
"w000498",60,50,1,499,-1.93380239397308,0.461119876580165,FALSE,""
"w000499",60,50,1,499,-1.45259551748058,0.461119876580165,FALSE,""
"w000500",60,50,1,499,-1.1837764482586,0.461119876580165,FALSE,""
"w000501",60,50,1,499,-1.89328913517944,0.461119876580165,FALSE,""
"w000502",60,50,1,499,-0.0359441691578451,0.461119876580165,FALSE,""
"w000503",60,50,1,499,-1.27581964306799,0.461119876580165,FALSE,""
"w000504",60,50,1,499,-1.39218044436419,0.461119876580165,FALSE,""
"w000505",60,50,1,499,-0.809587177380694,0.461119876580165,FALSE,""
"w000506",60,50,1,499,-1.42834027313451,0.461119876580165,FALSE,""
"w000507",60,50,1,499,-0.844994311576275,0.461119876580165,FALSE,""
"w000508",60,50,1,499,-1.63432663713867,0.461119876580165,FALSE,""
"w000509",60,50,1,499,-1.98839743735095,0.461119876580165,FALSE,""
"w000511",60,50,1,499,-1.70770779816264,0.461119876580165,FALSE,""
"w000512",60,50,1,499,0.568608384458287,0.461119876580165,TRUE,""
"w000513",60,50,1,499,-1.37544115163216,0.461119876580165,FALSE,""
"w000514",60,50,1,499,-0.888616758831527,0.461119876580165,FALSE,""
"w000515",60,50,1,499,-1.51182359456848,0.461119876580165,FALSE,""
"w000516",60,50,1,499,-1.55460473128091,0.461119876580165,FALSE,""
"w000517",60,50,1,499,-1.50111640641131,0.461119876580165,FALSE,""
"w000518",60,50,1,499,-1.65452244401349,0.461119876580165,FALSE,""
"w000519",60,50,1,499,-0.873651077325993,0.461119876580165,FALSE,""
"w000520",60,50,1,499,-0.701345905961883,0.461119876580165,FALSE,""
"w000521",60,50,1,499,-0.572625912038996,0.461119876580165,FALSE,""
"w000522",60,50,1,499,-1.73293927774045,0.461119876580165,FALSE,""
"w000523",60,50,1,499,-2.33518130731227,0.461119876580165,FALSE,""
"w000524",60,50,1,499,-1.67271529026437,0.461119876580165,FALSE,""
"w000525",60,50,1,499,-0.843079977979619,0.461119876580165,FALSE,""
"w000526",60,50,1,499,-0.360803302290022,0.461119876580165,FALSE,""
"w000527",60,50,1,499,-0.421875926750315,0.461119876580165,FALSE,""
"w000528",60,50,1,499,-0.283482296332457,0.461119876580165,FALSE,""
"w000529",60,50,1,499,-2.42268548389943,0.461119876580165,FALSE,""
"w000530",60,50,1,499,-0.700831858708818,0.461119876580165,FALSE,""
"w000531",60,50,1,499,-0.763608993699815,0.461119876580165,FALSE,""
"w000532",60,50,1,499,-0.224340869592489,0.461119876580165,FALSE,""
"w000533",60,50,1,499,0.0160513678140589,0.461119876580165,FALSE,""
"w000534",60,50,1,499,-2.10499415045503,0.461119876580165,FALSE,""
"w000535",60,50,1,499,-1.28354595444194,0.461119876580165,FALSE,""
"w000536",60,50,1,499,0.275012116979384,0.461119876580165,FALSE,""
"w000537",60,50,1,499,-0.141617100626883,0.461119876580165,FALSE,""
"w000538",60,50,1,499,-1.4219853777538,0.461119876580165,FALSE,""
"w000539",60,50,1,499,0.722235079922248,0.461119876580165,TRUE,""
"w000540",60,50,1,499,-1.16843773570853,0.461119876580165,FALSE,""
"w000542",60,50,1,499,-0.488766535268146,0.461119876580165,FALSE,""
"w000543",60,50,1,499,-0.86215711855224,0.461119876580165,FALSE,""
"w000544",60,50,1,499,-1.24481709866949,0.461119876580165,FALSE,""
"w000545",60,50,1,499,-0.514057513201735,0.461119876580165,FALSE,""
"w000546",60,50,1,499,-1.89343795137757,0.461119876580165,FALSE,""
"w000547",60,50,1,499,-1.86470353371307,0.461119876580165,FALSE,""
"w000548",60,50,1,499,-2.88574421015509,0.461119876580165,FALSE,""
"w000549",60,50,1,499,-1.14719000116446,0.461119876580165,FALSE,""
"w000550",60,50,1,499,-0.40812827451956,0.461119876580165,FALSE,""
"w000551",60,50,1,499,-1.32435172273881,0.461119876580165,FALSE,""
"w000552",60,50,1,499,-1.27207409536339,0.461119876580165,FALSE,""
"w000553",60,50,1,499,-1.55393875273535,0.461119876580165,FALSE,""
"w000554",60,50,1,499,-1.23741118999026,0.461119876580165,FALSE,""
"w000555",60,50,1,499,-0.979198359829781,0.461119876580165,FALSE,""
"w000556",60,50,1,499,-1.34678173994539,0.461119876580165,FALSE,""
"w000557",60,50,1,499,-0.275799468203337,0.461119876580165,FALSE,""
"w000558",60,50,1,499,0.140908155389962,0.461119876580165,FALSE,""
"w000559",60,50,1,499,-1.02710809493938,0.461119876580165,FALSE,""
"w000560",60,50,1,499,0.0545290732759911,0.461119876580165,FALSE,""
"w000561",60,50,1,499,0.326859949607586,0.461119876580165,FALSE,""
"w000562",60,50,1,499,-0.813656111780527,0.461119876580165,FALSE,""
"w000563",60,50,1,499,-0.786252515071063,0.461119876580165,FALSE,""
"w000564",60,50,1,499,-0.579802261388169,0.461119876580165,FALSE,""
"w000565",60,50,1,499,-1.32702903657378,0.461119876580165,FALSE,""
"w000566",60,50,1,499,-1.11404003200681,0.461119876580165,FALSE,""
"w000567",60,50,1,499,-1.68439399825559,0.461119876580165,FALSE,""
"w000568",60,50,1,499,-1.95274030456857,0.461119876580165,FALSE,""
"w000569",60,50,1,499,1.1470576435829,0.461119876580165,TRUE,""
"w000570",60,50,1,499,-0.366949061825054,0.461119876580165,FALSE,""
"w000571",60,50,1,499,-1.05611274560918,0.461119876580165,FALSE,""
"w000572",60,50,1,499,-1.18906534913941,0.461119876580165,FALSE,""
"w000573",60,50,1,499,-0.666233509748811,0.461119876580165,FALSE,""
"w000574",60,50,1,499,-1.1214422820047,0.461119876580165,FALSE,""
"w000575",60,50,1,499,-0.795644107574886,0.461119876580165,FALSE,""
"w000576",60,50,1,499,-1.8913667651921,0.461119876580165,FALSE,""
"w000578",60,50,1,499,-1.48787466765038,0.461119876580165,FALSE,""
"w000579",60,50,1,499,-1.86846189550166,0.461119876580165,FALSE,""
"w000580",60,50,1,499,-0.826129172185883,0.461119876580165,FALSE,""
"w000581",60,50,1,499,-0.111525747312886,0.461119876580165,FALSE,""
"w000582",60,50,1,499,-0.241824138738511,0.461119876580165,FALSE,""
"w000583",60,50,1,499,3.43761266358086,0.461119876580165,TRUE,""
"w000584",60,50,1,499,-0.67782094852264,0.461119876580165,FALSE,""
"w000585",60,50,1,499,-1.80871160073321,0.461119876580165,FALSE,""
"w000586",60,50,1,499,-1.82540039644271,0.461119876580165,FALSE,""
"w000587",60,50,1,499,-1.45344644893677,0.461119876580165,FALSE,""
"w000588",60,50,1,499,-0.189261911954933,0.461119876580165,FALSE,""
"w000589",60,50,1,499,-0.369643854407875,0.461119876580165,FALSE,""
"w000590",60,50,1,499,-1.32828298641927,0.461119876580165,FALSE,""
"w000591",60,50,1,499,-1.13255493029918,0.461119876580165,FALSE,""
"w000592",60,50,1,499,-2.19145438570795,0.461119876580165,FALSE,""
"w000593",60,50,1,499,-0.860591681919871,0.461119876580165,FALSE,""
"w000594",60,50,1,499,-0.298693507007568,0.461119876580165,FALSE,""
"w000595",60,50,1,499,-1.19178552962741,0.461119876580165,FALSE,""
"w000596",60,50,1,499,-2.36683203916047,0.461119876580165,FALSE,""
"w000597",60,50,1,499,-1.96655042680355,0.461119876580165,FALSE,""
"w000598",60,50,1,499,-0.814999322262867,0.461119876580165,FALSE,""
"w000599",60,50,1,499,-1.1867644502666,0.461119876580165,FALSE,""
"w000600",60,50,1,499,-1.75273360217886,0.461119876580165,FALSE,""
"w000601",60,50,1,499,-0.767491209945472,0.461119876580165,FALSE,""
"w000602",60,50,1,499,-0.711733763266653,0.461119876580165,FALSE,""
"w000603",60,50,1,499,-1.55945553469397,0.461119876580165,FALSE,""
"w000604",60,50,1,499,-0.803863577643737,0.461119876580165,FALSE,""
"w000605",60,50,1,499,-1.02917804101241,0.461119876580165,FALSE,""
"w000606",60,50,1,499,-1.35046978559025,0.461119876580165,FALSE,""
"w000607",60,50,1,499,-4.19629170604827,0.461119876580165,FALSE,""
"w000608",60,50,1,499,-0.823359408677781,0.461119876580165,FALSE,""
"w000609",60,50,1,499,-0.452963369066026,0.461119876580165,FALSE,""
"w000610",60,50,1,499,-1.46175446746443,0.461119876580165,FALSE,""
"w000611",60,50,1,499,-1.25678555318528,0.461119876580165,FALSE,""
"w000612",60,50,1,499,0.0699760332232051,0.461119876580165,FALSE,""
"w000613",60,50,1,499,-1.78601405906383,0.461119876580165,FALSE,""
"w000614",60,50,1,499,-2.4990676226375,0.461119876580165,FALSE,""
"w000615",60,50,1,499,-2.00651961789081,0.461119876580165,FALSE,""
"w000616",60,50,1,499,-2.11687493293404,0.461119876580165,FALSE,""
"w000617",60,50,1,499,-1.16607127957198,0.461119876580165,FALSE,""
"w000618",60,50,1,499,-2.10491286152747,0.461119876580165,FALSE,""
"w000619",60,50,1,499,0.0702523634416314,0.461119876580165,FALSE,""
"w000620",60,50,1,499,-0.171279297759855,0.461119876580165,FALSE,""
"w000621",60,50,1,499,-1.83012372762302,0.461119876580165,FALSE,""
"w000622",60,50,1,499,-1.82706230438653,0.461119876580165,FALSE,""
"w000623",60,50,1,499,-2.1191103375209,0.461119876580165,FALSE,""
"w000624",60,50,1,499,-1.17440034066485,0.461119876580165,FALSE,""
"w000625",60,50,1,499,-0.514734871526945,0.461119876580165,FALSE,""
"w000626",60,50,1,499,-2.38908018498189,0.461119876580165,FALSE,""
"w000627",60,50,1,499,-1.10910002739474,0.461119876580165,FALSE,""
"w000628",60,50,1,499,-0.851409509339676,0.461119876580165,FALSE,""
"w000629",60,50,1,499,-0.843414947144728,0.461119876580165,FALSE,""
"w000630",60,50,1,499,-2.07680437102564,0.461119876580165,FALSE,""
"w000631",60,50,1,499,-1.38347635769941,0.461119876580165,FALSE,""
"w000632",60,50,1,499,-0.359557105014003,0.461119876580165,FALSE,""
"w000633",60,50,1,499,-1.77013604142652,0.461119876580165,FALSE,""
"w000634",60,50,1,499,-2.37662906332817,0.461119876580165,FALSE,""
"w000635",60,50,1,499,0.0103094720379311,0.461119876580165,FALSE,""
"w000636",60,50,1,499,-0.689144573378547,0.461119876580165,FALSE,""
"w000637",60,50,1,499,0.25143884991484,0.461119876580165,FALSE,""
"w000638",60,50,1,499,-1.69340146038765,0.461119876580165,FALSE,""
"w000639",60,50,1,499,-1.74679819198196,0.461119876580165,FALSE,""
"w000640",60,50,1,499,-0.7928222317252,0.461119876580165,FALSE,""
"w000641",60,50,1,499,-0.439600380214838,0.461119876580165,FALSE,""
"w000642",60,50,1,499,-2.29158102486875,0.461119876580165,FALSE,""
"w000643",60,50,1,499,-1.56325448273921,0.461119876580165,FALSE,""
"w000644",60,50,1,499,-1.71730974910077,0.461119876580165,FALSE,""
"w000645",60,50,1,499,-0.852589485747445,0.461119876580165,FALSE,""
"w000646",60,50,1,499,-0.728926321369571,0.461119876580165,FALSE,""
"w000647",60,50,1,499,-0.582337883327111,0.461119876580165,FALSE,""
"w000648",60,50,1,499,0.439029980691856,0.461119876580165,FALSE,""
"w000649",60,50,1,499,-1.60143953103276,0.461119876580165,FALSE,""
"w000650",60,50,1,499,-1.44347610296163,0.461119876580165,FALSE,""
"w000651",60,50,1,499,-1.69218764967213,0.461119876580165,FALSE,""
"w000652",60,50,1,499,0.5788879565846,0.461119876580165,TRUE,""
"w000653",60,50,1,499,-2.43339594400352,0.461119876580165,FALSE,""
"w000654",60,50,1,499,0.385996756738204,0.461119876580165,FALSE,""
"w000655",60,50,1,499,-1.17633036362329,0.461119876580165,FALSE,""
"w000656",60,50,1,499,-0.38673131944404,0.461119876580165,FALSE,""
"w000657",60,50,1,499,-1.95057242885281,0.461119876580165,FALSE,""
"w000658",60,50,1,499,-1.49502958961599,0.461119876580165,FALSE,""
"w000659",60,50,1,499,0.718476832764724,0.461119876580165,TRUE,""
"w000660",60,50,1,499,-0.752900017575941,0.461119876580165,FALSE,""
"w000662",60,50,1,499,-1.62236755785284,0.461119876580165,FALSE,""
"w000663",60,50,1,499,-0.884231073440691,0.461119876580165,FALSE,""
"w000665",60,50,1,499,-1.28338701157617,0.461119876580165,FALSE,""
"w000666",60,50,1,499,-0.472206946254929,0.461119876580165,FALSE,""
"w000667",60,50,1,499,-1.04815156826937,0.461119876580165,FALSE,""
"w000668",60,50,1,499,-0.686219803461012,0.461119876580165,FALSE,""
"w000669",60,50,1,499,-1.9159031764492,0.461119876580165,FALSE,""
"w000670",60,50,1,499,0.629411200188293,0.461119876580165,TRUE,""
"w000671",60,50,1,499,-0.716278442443145,0.461119876580165,FALSE,""
"w000672",60,50,1,499,-0.28705392311788,0.461119876580165,FALSE,""
"w000673",60,50,1,499,-1.94568955670962,0.461119876580165,FALSE,""
"w000674",60,50,1,499,0.212268934103758,0.461119876580165,FALSE,""
"w000675",60,50,1,499,-1.74731990281072,0.461119876580165,FALSE,""
"w000676",60,50,1,499,0.620097701654472,0.461119876580165,TRUE,""
"w000678",60,50,1,499,-1.68763648785477,0.461119876580165,FALSE,""
"w000679",60,50,1,499,0.388494532056623,0.461119876580165,FALSE,""
"w000680",60,50,1,499,-1.27959494069622,0.461119876580165,FALSE,""
"w000681",60,50,1,499,-1.29839681337454,0.461119876580165,FALSE,""
"w000682",60,50,1,499,-1.45891289141308,0.461119876580165,FALSE,""
"w000683",60,50,1,499,-1.60123504306901,0.461119876580165,FALSE,""
"w000684",60,50,1,499,-0.430764736394042,0.461119876580165,FALSE,""
"w000685",60,50,1,499,-1.31321144455426,0.461119876580165,FALSE,""
"w000686",60,50,1,499,-1.81921732190457,0.461119876580165,FALSE,""
"w000687",60,50,1,499,-1.39260275864362,0.461119876580165,FALSE,""
"w000688",60,50,1,499,-1.93091486497061,0.461119876580165,FALSE,""
"w000689",60,50,1,499,-0.540153121059454,0.461119876580165,FALSE,""
"w000690",60,50,1,499,-0.0895626310115751,0.461119876580165,FALSE,""
"w000691",60,50,1,499,-0.796959081828038,0.461119876580165,FALSE,""
"w000692",60,50,1,499,-1.49789571348984,0.461119876580165,FALSE,""
"w000693",60,50,1,499,-1.23909322552594,0.461119876580165,FALSE,""
"w000694",60,50,1,499,-1.86180417184542,0.461119876580165,FALSE,""
"w000695",60,50,1,499,-0.776417061360344,0.461119876580165,FALSE,""
"w000696",60,50,1,499,-1.88286774513596,0.461119876580165,FALSE,""
"w000697",60,50,1,499,-0.85371700148296,0.461119876580165,FALSE,""
"w000698",60,50,1,499,-1.63604031141709,0.461119876580165,FALSE,""
"w000699",60,50,1,499,-1.77929405232209,0.461119876580165,FALSE,""
"w000700",60,50,1,499,3.80560752006355,0.461119876580165,TRUE,""
"w000701",60,50,1,499,-0.189787243684357,0.461119876580165,FALSE,""
"w000702",60,50,1,499,-0.911937891061084,0.461119876580165,FALSE,""
"w000704",60,50,1,499,-1.82868648854798,0.461119876580165,FALSE,""
"w000705",60,50,1,499,-0.899609698788949,0.461119876580165,FALSE,""
"w000706",60,50,1,499,-0.567941627109833,0.461119876580165,FALSE,""
"w000707",60,50,1,499,0.456789650109615,0.461119876580165,FALSE,""
"w000709",60,50,1,499,-1.53991632186229,0.461119876580165,FALSE,""
"w000710",60,50,1,499,-0.197000657753262,0.461119876580165,FALSE,""
"w000711",60,50,1,499,-0.760700217389525,0.461119876580165,FALSE,""
"w000712",60,50,1,499,-1.63598736552559,0.461119876580165,FALSE,""
"w000713",60,50,1,499,-0.22410397184467,0.461119876580165,FALSE,""
"w000714",60,50,1,499,-1.10720150071835,0.461119876580165,FALSE,""
"w000715",60,50,1,499,-1.50912800026962,0.461119876580165,FALSE,""
"w000716",60,50,1,499,-0.641529189696337,0.461119876580165,FALSE,""
"w000717",60,50,1,499,-1.07366645740714,0.461119876580165,FALSE,""
"w000718",60,50,1,499,-2.40050995036785,0.461119876580165,FALSE,""
"w000719",60,50,1,499,-0.663228061770371,0.461119876580165,FALSE,""
"w000720",60,50,1,499,-0.633917854269732,0.461119876580165,FALSE,""
"w000721",60,50,1,499,-1.40927598943972,0.461119876580165,FALSE,""
"w000722",60,50,1,499,-1.19279944192352,0.461119876580165,FALSE,""
"w000723",60,50,1,499,-0.440158985198,0.461119876580165,FALSE,""
"w000724",60,50,1,499,-1.31151417716653,0.461119876580165,FALSE,""
"w000726",60,50,1,499,-2.29359532723644,0.461119876580165,FALSE,""
"w000727",60,50,1,499,-1.69315733923076,0.461119876580165,FALSE,""
"w000728",60,50,1,499,-2.08501305107963,0.461119876580165,FALSE,""
"w000729",60,50,1,499,-0.978388007814889,0.461119876580165,FALSE,""
"w000730",60,50,1,499,-0.854395212975547,0.461119876580165,FALSE,""
"w000731",60,50,1,499,-1.05869771889034,0.461119876580165,FALSE,""
"w000732",60,50,1,499,-1.17419322067717,0.461119876580165,FALSE,""
"w000733",60,50,1,499,-0.259901841961985,0.461119876580165,FALSE,""
"w000734",60,50,1,499,-1.17570395152341,0.461119876580165,FALSE,""
"w000735",60,50,1,499,1.19503161200943,0.461119876580165,TRUE,""
"w000736",60,50,1,499,-0.640281770773538,0.461119876580165,FALSE,""
"w000737",60,50,1,499,-0.765046130370964,0.461119876580165,FALSE,""
"w000738",60,50,1,499,-2.60621924208514,0.461119876580165,FALSE,""
"w000739",60,50,1,499,-1.40647657364451,0.461119876580165,FALSE,""
"w000740",60,50,1,499,-1.96655042680355,0.461119876580165,FALSE,""
"w000741",60,50,1,499,-2.11815774055259,0.461119876580165,FALSE,""
"w000742",60,50,1,499,-0.643366292968131,0.461119876580165,FALSE,""
"w000743",60,50,1,499,-1.70176308180612,0.461119876580165,FALSE,""
"w000744",60,50,1,499,-1.51417722802125,0.461119876580165,FALSE,""
"w000745",60,50,1,499,-1.54934462837363,0.461119876580165,FALSE,""
"w000746",60,50,1,499,-1.2687128118741,0.461119876580165,FALSE,""
"w000747",60,50,1,499,-0.717782712940046,0.461119876580165,FALSE,""
"w000748",60,50,1,499,-1.61773168384404,0.461119876580165,FALSE,""
"w000749",60,50,1,499,-2.4795073976143,0.461119876580165,FALSE,""
"w000750",60,50,1,499,-0.0398917348358236,0.461119876580165,FALSE,""
"w000751",60,50,1,499,1.11809918457137,0.461119876580165,TRUE,""
"w000752",60,50,1,499,-0.529336456435056,0.461119876580165,FALSE,""
"w000753",60,50,1,499,-0.730063688109912,0.461119876580165,FALSE,""
"w000754",60,50,1,499,-1.40672797836386,0.461119876580165,FALSE,""
"w000755",60,50,1,499,-1.32686284297331,0.461119876580165,FALSE,""
"w000756",60,50,1,499,-0.279641212471384,0.461119876580165,FALSE,""
"w000757",60,50,1,499,0.0327492380992299,0.461119876580165,FALSE,""
"w000758",60,50,1,499,-2.27082433773917,0.461119876580165,FALSE,""
"w000759",60,50,1,499,-2.47400165542918,0.461119876580165,FALSE,""
"w000760",60,50,1,499,0.551402927949943,0.461119876580165,TRUE,""
"w000761",60,50,1,499,-1.10123854157512,0.461119876580165,FALSE,""
"w000762",60,50,1,499,-1.26678772820281,0.461119876580165,FALSE,""
"w000763",60,50,1,499,-1.43908654900314,0.461119876580165,FALSE,""
"w000764",60,50,1,499,-1.54001230731113,0.461119876580165,FALSE,""
"w000765",60,50,1,499,0.249366023576783,0.461119876580165,FALSE,""
