date,symbol,name,open,high,low,close,volume,amount,amplitude,pct_change,change,turnover
2010-01-04,000407,胜利股份,8.77,8.88,8.68,8.78,76759,67210400.0,2.29,0.57,0.05,1.55
2010-01-05,000407,胜利股份,8.8,8.85,8.5,8.66,99747,85916696.0,3.99,-1.37,-0.12,2.01
2010-01-06,000407,胜利股份,8.61,8.72,8.51,8.6,88322,76183832.0,2.42,-0.69,-0.06,1.78
2010-01-07,000407,胜利股份,8.59,8.7,8.41,8.7,110606,94399240.0,3.37,1.16,0.1,2.23
2010-01-08,000407,胜利股份,8.67,8.85,8.59,8.74,166569,145106736.0,2.99,0.46,0.04,3.36
2010-01-11,000407,胜利股份,8.8,8.8,8.49,8.52,110657,94932632.0,3.55,-2.52,-0.22,2.23
2010-01-12,000407,胜利股份,8.56,8.67,8.29,8.66,122700,104164720.0,4.46,1.64,0.14,2.47
2010-01-13,000407,胜利股份,8.49,8.61,8.35,8.38,146346,123648192.0,3.0,-3.23,-0.28,2.95
2010-01-14,000407,胜利股份,8.47,8.64,8.41,8.63,141352,121151480.0,2.74,2.98,0.25,2.85
2010-01-18,000407,胜利股份,8.81,8.97,8.73,8.9,238812,211398880.0,2.78,3.13,0.27,4.81
2010-01-19,000407,胜利股份,8.91,8.96,8.83,8.91,148098,131649736.0,1.46,0.11,0.01,2.99
2010-01-20,000407,胜利股份,8.9,9.14,8.83,8.88,233702,210082496.0,3.48,-0.34,-0.03,4.71
2010-01-21,000407,胜利股份,8.86,9.2,8.85,9.16,169164,153089632.0,3.94,3.15,0.28,3.41
2010-01-22,000407,胜利股份,9.05,9.09,8.61,8.82,152067,134626368.0,5.24,-3.71,-0.34,3.07
2010-01-25,000407,胜利股份,8.7,8.78,8.42,8.43,95593,81899192.0,4.08,-4.42,-0.39,1.93
2010-01-26,000407,胜利股份,8.48,8.48,7.9,8.0,109900,89381552.0,6.88,-5.1,-0.43,2.22
2010-01-27,000407,胜利股份,7.98,8.13,7.92,7.95,55174,44283492.0,2.63,-0.63,-0.05,1.11
2010-01-28,000407,胜利股份,8.01,8.05,7.85,7.98,50861,40506996.0,2.52,0.38,0.03,1.03
2010-01-29,000407,胜利股份,7.97,8.1,7.91,8.02,50668,40739236.0,2.38,0.5,0.04,1.02
2010-02-01,000407,胜利股份,7.97,7.99,7.65,7.8,63341,49369836.0,4.24,-2.74,-0.22,1.28
2010-02-02,000407,胜利股份,7.81,7.97,7.78,7.79,46255,36517316.0,2.44,-0.13,-0.01,0.93
2010-02-03,000407,胜利股份,7.82,7.93,7.5,7.93,90074,69711712.0,5.52,1.8,0.14,1.82
2010-02-04,000407,胜利股份,7.88,8.04,7.79,7.94,69113,54688496.0,3.15,0.13,0.01,1.39
2010-02-05,000407,胜利股份,7.8,8.08,7.72,7.91,68967,54562112.0,4.53,-0.38,-0.03,1.39
2010-02-08,000407,胜利股份,7.91,8.11,7.91,8.06,61645,49493676.0,2.53,1.9,0.15,1.24
2010-02-09,000407,胜利股份,8.04,8.11,7.97,8.02,37475,30050252.0,1.74,-0.5,-0.04,0.76
2010-02-10,000407,胜利股份,8.07,8.08,7.95,8.04,37904,30325662.0,1.62,0.25,0.02,0.76
2010-02-11,000407,胜利股份,8.04,8.07,7.99,8.0,30125,24209456.0,1.0,-0.5,-0.04,0.61
2010-02-12,000407,胜利股份,8.03,8.11,8.0,8.06,50265,40470188.0,1.38,0.75,0.06,1.01
2010-02-22,000407,胜利股份,8.06,8.07,7.97,8.0,42067,33740504.0,1.24,-0.74,-0.06,0.85
2010-02-23,000407,胜利股份,7.99,8.0,7.8,7.93,50887,40041452.0,2.5,-0.88,-0.07,1.03
2010-02-24,000407,胜利股份,7.86,8.14,7.83,8.14,88450,71197488.0,3.91,2.65,0.21,1.78
2010-02-25,000407,胜利股份,8.14,8.32,8.13,8.3,93423,76975096.0,2.33,1.97,0.16,1.88
2010-02-26,000407,胜利股份,8.25,8.41,8.2,8.3,73495,61226644.0,2.53,0.0,0.0,1.48
2010-03-01,000407,胜利股份,8.35,8.46,8.34,8.39,81172,68293568.0,1.45,1.08,0.09,1.64
2010-03-02,000407,胜利股份,8.45,8.52,8.32,8.51,89757,75477856.0,2.38,1.43,0.12,1.81
2010-03-03,000407,胜利股份,8.51,8.65,8.43,8.62,131747,112714824.0,2.59,1.29,0.11,2.66
2010-03-04,000407,胜利股份,8.69,8.93,8.32,8.35,159466,138113856.0,7.08,-3.13,-0.27,3.21
2010-03-05,000407,胜利股份,8.36,8.47,8.3,8.38,82079,68835808.0,2.04,0.36,0.03,1.65
2010-03-08,000407,胜利股份,8.5,8.97,8.41,8.79,189224,165076848.0,6.68,4.89,0.41,3.81
2010-03-09,000407,胜利股份,8.77,8.77,8.59,8.66,95774,82936208.0,2.05,-1.48,-0.13,1.93
2010-03-10,000407,胜利股份,8.69,8.74,8.49,8.52,63859,54861308.0,2.89,-1.62,-0.14,1.29
2010-03-11,000407,胜利股份,8.56,8.83,8.5,8.73,180778,157720208.0,3.87,2.46,0.21,3.64
2010-03-12,000407,胜利股份,8.66,8.73,8.42,8.44,115199,98407704.0,3.55,-3.32,-0.29,2.32
2010-03-15,000407,胜利股份,8.41,8.45,8.18,8.24,59385,49188532.0,3.2,-2.37,-0.2,1.2
2010-03-16,000407,胜利股份,8.23,8.34,8.18,8.34,39688,32807298.0,1.94,1.21,0.1,0.8
2010-03-17,000407,胜利股份,8.37,8.55,8.31,8.55,69790,58962076.0,2.88,2.52,0.21,1.41
2010-03-18,000407,胜利股份,8.55,8.65,8.47,8.55,69666,59682212.0,2.11,0.0,0.0,1.4
2010-03-19,000407,胜利股份,8.53,8.7,8.51,8.7,98496,84956064.0,2.22,1.75,0.15,1.99
2010-03-22,000407,胜利股份,8.72,8.76,8.64,8.74,75801,65925228.0,1.38,0.46,0.04,1.53
2010-03-23,000407,胜利股份,8.73,8.78,8.57,8.64,68187,59020600.0,2.4,-1.14,-0.1,1.37
2010-03-24,000407,胜利股份,8.58,8.86,8.4,8.76,150541,131995376.0,5.32,1.39,0.12,3.03
