stock_id,date,close,has_structural_window,num_confirmed_extrema,starts_high,high1,high2,low1,low2,range_pct,expansion,structure_dir,range_pos,upper_break,lower_break,move_age,extrema_freq,speed_imbalance,speed_level,valid_manual_state,range_pct_group,expansion_group,structure_dir_group,range_pos_group,upper_break_group,lower_break_group,move_age_group,extrema_freq_group,speed_imbalance_group,speed_level_group,state_label,sample_type,sample_name,window_id,range_pct_score,expansion_score,structure_dir_score,range_pos_score,upper_break_score,lower_break_score,move_age_score,extrema_freq_score,speed_imbalance_score,speed_level_score
000089,2014-03-26,1.3609765531356006,True,90,0.0,1.4861396960896067,1.4562867329399256,1.423108334242607,1.3762440252663892,0.1098956708232175,0.0170113458265366,-0.0767172721258988,-0.1389269660617338,0.0,0.0,2.9,0.125,-0.0015035437664156,0.0034295413889757,True,low,mid,low,low,low,low,high,low,low,low,down_structure_low_pos,state_quantile,range_pct_low,w000018,-0.6272627416264386,0.4183435559613389,-0.4015929966956703,-0.30278500558728283,-1.0,-1.0,-0.11343716501670931,-0.5383522727272727,-0.3047429242599117,-0.5895857243888623
000338,2021-12-03,2.865053949911875,True,397,1.0,2.804571768092832,2.811208293204836,2.710048203764883,2.7212954278522306,0.1011600894399529,-0.0046106989753433,0.0178837491993513,1.5322816241577253,1.0,0.0,0.4,0.2352941176470588,-0.0002736161627452,0.001600921185146,True,low,mid,mid,high,high,low,low,mid,mid,low,upper_breakout,state_quantile,range_pct_low,w000019,-0.7578810626432738,-0.001043116309832226,-0.0737803049380713,0.9703883098567048,1.0,-1.0,-0.8797832499947694,-0.08088235294117652,-0.16495126410651684,-0.9854659631279962
000055,2022-06-22,1.472472057360943,True,460,1.0,1.5151272329628591,1.47932922708708,1.3887912413184778,1.3937663759585917,0.1263359916443813,-0.040773140515893,-0.0308228712356652,0.6623671920668139,1.0,0.0,1.2,0.25,0.0026004644916907,0.003365869820939,True,low,low,mid,high,high,low,mid,mid,high,low,upper_breakout,state_quantile,range_pct_low,w000020,-0.7434642059678334,-0.3305816599086411,-0.07573469977474945,0.5842169495374367,1.0,-1.0,-0.6899156517717533,-0.06249999999999989,0.27231837219915667,-0.8888599519509559
000421,2013-10-30,1.4678743481123135,True,126,0.0,1.551808799597464,1.5432981099295553,1.4562867329399256,1.501852701754163,0.0955220666575382,-0.0540766584821459,0.0370552791463287,0.12130825449926,0.0,1.0,1.1666666666666667,0.3636363636363636,-0.0035680736848025,0.0078234185187568,True,low,low,mid,low,low,high,mid,high,low,mid,lower_breakdown,state_quantile,range_pct_low,w000021,-0.973694020872206,-0.23673367017419167,0.25562155456402724,-0.4715117330683849,-1.0,1.0,-0.40117994100294974,0.3426573426573427,-0.638871508373603,-0.36380330759149015
000010,2021-07-29,1.355835153635182,True,320,0.0,1.410986973710262,1.3987168811184478,1.3532545070416904,1.33500106673234,0.075985906977922,0.0059833477175361,-0.0305235329011646,0.274183565498474,0.0,0.0,0.6,0.1428571428571428,-4.846580171767004e-05,0.0014118094230303,True,low,mid,mid,low,low,low,low,low,mid,low,other,state_quantile,range_pct_low,w000022,-1.0,-0.11372360252535707,0.0036554826645720517,-0.016155172097179316,-1.0,-1.0,-0.7401129943502824,-0.7163865546218487,-0.3625833858520138,-1.0
000007,2021-04-27,1.3110318766193438,True,328,0.0,1.4327007339340465,1.3609765531356006,1.297463147413275,1.308332819650179,0.1352375865207715,-0.0825938530353498,-0.0608545085615419,0.1003325299951639,0.0,1.0,0.2222222222222222,0.5714285714285714,0.0125332241202051,0.0161564481991731,True,low,low,mid,low,low,high,low,high,high,high,fast_chop,state_quantile,range_pct_low,w000023,-0.9048666229608269,-0.35007016811289704,0.05918666932421579,-0.28730352989849095,-1.0,1.0,-0.9900541173029106,0.6551724137931036,0.7763966117882581,-0.5036588301709454
000088,2024-08-13,1.5107219394949427,True,433,0.0,1.534714366238164,1.545432582458188,1.4883995840570443,1.4861396960896067,0.0592928863685813,0.0129781041874617,0.0084583282525865,0.4145900952186039,0.0,0.0,0.3333333333333333,0.1428571428571428,0.0002612028496209,0.0007131804431084,True,low,mid,mid,mid,low,low,low,low,mid,low,other,state_quantile,range_pct_low,w000024,-1.0,0.15783606611950107,0.13769118089327637,0.04361164575759324,-1.0,-1.0,-0.9633037141883567,-0.6329113924050633,-0.5865149531635421,-1.0
000338,2016-05-17,2.046401687601636,True,220,0.0,2.124653884501384,2.182674796321488,2.064327903869788,2.0769384114617173,0.1183468924516999,0.0454104042281744,0.0706314194120332,-0.151471795302678,0.0,1.0,4.4,0.3636363636363636,0.0098026812794594,0.0134056834485821,True,low,high,high,low,low,high,high,high,high,high,fast_chop,state_quantile,range_pct_low,w000025,-0.8683048653910302,0.44599472684481434,0.43075802170916044,-0.6681207402984402,-1.0,1.0,1.0,0.17090909090909112,1.0,-0.32210578686530245
000049,2025-11-13,3.382693910097596,True,672,1.0,3.387098457282653,3.3700506526653187,3.258096538021482,3.285786530150828,0.1290019192611713,-0.0447377967466802,0.0106421875120106,0.9658567313549766,1.0,0.0,0.9230769230769232,0.2105263157894736,-0.0010645116059816,0.0031954871831484,True,low,low,mid,high,high,low,mid,mid,mid,low,upper_breakout,state_quantile,range_pct_low,w000026,-0.7316587967597699,0.04287245395585959,0.1691794102463806,0.8858088490764968,1.0,-1.0,-0.7931904161412358,-0.5177033492822967,-0.03841631017304148,-0.9889735090612629
000070,2018-12-25,1.9960599327407849,True,332,1.0,2.032087845296365,2.018895041811802,1.9530276168241771,1.916922612182061,0.1151652331143044,0.0229122011575528,-0.0492978081266797,0.687163290679731,0.0,0.0,1.0,0.3076923076923077,-0.002628439368184,0.006397811792345,True,low,mid,mid,high,low,low,mid,high,low,mid,other,state_quantile,range_pct_low,w000027,-0.9240539915542134,0.018285765349498773,-0.10096907583916537,0.23342143427030382,-1.0,-1.0,-0.6952836339926103,-0.26696832579185514,-0.26980072381135434,-0.8426776800113943
000009,2018-01-12,1.9544450515051504,True,317,0.0,2.018895041811802,2.0412203288596382,1.9712993830601329,1.9501867058225733,0.0910336230370647,0.0434379642853954,0.0012126098102767,0.0467777238838807,0.0,0.0,0.75,0.2,-0.0007443191865427,0.0030943494021044,True,low,high,mid,low,low,low,low,mid,mid,low,narrow_expanding,state_quantile,range_pct_low,w000028,-1.0,0.08396744401171441,0.08515939216343615,-0.29413381920491777,-1.0,-1.0,-0.7671957671957672,-0.4042553191489361,-0.20081885478837813,-0.9123399795816328
000407,2018-12-06,1.3787660946990992,True,301,1.0,1.415853163361435,1.4422019930581866,1.3376291891386096,1.324418957401803,0.1177830356563836,0.0395590614335581,0.0131385979599449,0.4614173594221726,0.0,0.0,0.6666666666666666,0.2222222222222222,0.0028834364123202,0.0046448006438944,True,low,high,mid,mid,low,low,low,mid,high,low,narrow_expanding,state_quantile,range_pct_low,w000029,-0.8933806531174843,0.34904904319341234,0.30357237010076266,-0.02896442411447231,-1.0,-1.0,-0.787976667968149,-0.4415954415954416,-0.028058756873497903,-0.8543803786243561
